cell_id,group
gcideejc-1,Endothelial
gcidfoed-1,Tumor1
gcidgkoo-1,T Cells
gcidnfco-1,T Cells
gcidnghg-1,T Cells
gcidoagd-1,T Cells
gcidpacd-1,Plasma Cells
gcidpgoj-1,Plasma Cells
gcieaokm-1,Plasma Cells
gciedakl-1,Tumor1
gciedoop-1,Tumor3
gciehglo-1,Fibroblasts
gciehoio-1,Plasma Cells
gciepomd-1,Plasma Cells
gcifbjoa-1,T Cells
gciffige-1,T Cells
gcifhhon-1,T Cells
gcifhpom-1,B Cells
gcifjkck-1,T Cells
gcigaiae-1,Tumor1
gcigbiin-1,Plasma Cells
gcigchjj-1,T Cells
gcigckjj-1,T Cells
gcigdacj-1,Plasma Cells
gcigddpo-1,Fibroblasts
gcigfmgn-1,Plasma Cells
gciggcdk-1,Macrophages
gcighonh-1,T Cells
gcihalid-1,T Cells
gcihbfne-1,T Cells
gcihdkhk-1,T Cells
gcihfdjl-1,T Cells
gcihibie-1,T Cells
gcihjapl-1,T Cells
gcihkooa-1,T Cells
gciibllp-1,T Cells
gciicclf-1,B Cells
gciicjbp-1,Macrophages
gciidndc-1,Tumor3
gciidooj-1,Plasma Cells
gciifnhl-1,Fibroblasts
gciihgip-1,Plasma Cells
gciiidei-1,Tumor1
gciimbck-1,Fibroblasts
gciimmbb-1,Endothelial
gciimpoi-1,Endothelial
gciinndj-1,Tumor1
gciiodcc-1,Fibroblasts
gcijanaj-1,Macrophages
gcijbkof-1,Macrophages
gcijdjop-1,T Cells
gcijgihe-1,Fibroblasts
gcijhile-1,Fibroblasts
gcijjedb-1,Plasma Cells
gcijjenl-1,Endothelial
gcijjfel-1,Tumor3
gcijlnkp-1,Fibroblasts
gcijpfgm-1,Macrophages
gcikaohh-1,Tumor1
gcikcdmg-1,Fibroblasts
gcikfblp-1,Macrophages
gcikikkd-1,Macrophages
gcikkkgb-1,Macrophages
gcikklpf-1,Macrophages
gciklnmc-1,Tumor1
gcikmijd-1,Tumor1
gcikogko-1,Fibroblasts
gcilcfcn-1,Endothelial
gcilcgha-1,Endothelial
gcilfldj-1,Endothelial
gcilhpoa-1,T Cells
gciliohp-1,Macrophages
gciljjkf-1,pDCs
gcillmcc-1,T Cells
gcilofbd-1,Adipocytes
gcimadib-1,Fibroblasts
gcimbhai-1,B Cells
gcimcekf-1,Fibroblasts
gcimdabi-1,T Cells
gcimefpa-1,Macrophages
gcimemfk-1,Tumor1
gciminli-1,Mast Cells
gcimkhpd-1,Tumor3
gcimoaoh-1,Macrophages
gcimokmn-1,Tumor3
gcimoman-1,Fibroblasts
gcimpnje-1,Tumor1
gcincljh-1,Mast Cells
gcindcbg-1,Fibroblasts
gcinfgij-1,T Cells
gcingdml-1,Smooth Muscle Cells
gcinhgja-1,T Cells
gcinkbcp-1,T Cells
gcinkhan-1,Fibroblasts
gcinkidc-1,T Cells
gcinmgpl-1,T Cells
gciobajh-1,Fibroblasts
gciocddi-1,Tumor1
gciocemj-1,Tumor1
gciodhde-1,T Cells
gciodpla-1,Fibroblasts
gciodppp-1,T Cells
gcioechf-1,T Cells
gciohcmg-1,Endothelial
gciohkdo-1,T Cells
gcioinel-1,Fibroblasts
gciollkn-1,Macrophages
gciooadh-1,Fibroblasts
gcioopgb-1,Fibroblasts
gcipbdjj-1,Tumor3
gcipbeei-1,Fibroblasts
gcipbgdp-1,Tumor3
gcipbkhc-1,Fibroblasts
gcipcgbl-1,Endothelial
gcipekpf-1,Adipocytes
gcipgmcf-1,T Cells
gcipheca-1,Macrophages
gciphoil-1,T Cells
gcipicfe-1,Endothelial
gciplmpd-1,B Cells
gcipnoal-1,B Cells
gcipodfd-1,DCs
gcipofai-1,T Cells
gcippddd-1,Endothelial
gcippfpp-1,Macrophages
gcjaboho-1,Macrophages
gcjacfga-1,DCs
gcjacljh-1,T Cells
gcjalkdg-1,B Cells
gcjamnej-1,B Cells
gcjapcim-1,Endothelial
gcjapgdi-1,Macrophages
gcjaplkl-1,T Cells
gcjbbfdi-1,T Cells
gcjbcpmh-1,Macrophages
gcjbebpa-1,T Cells
gcjbeeoj-1,B Cells
gcjbelbf-1,T Cells
gcjbfido-1,T Cells
gcjbjjfn-1,B Cells
gcjblehl-1,Plasma Cells
gcjblpjh-1,Macrophages
gcjbndlk-1,Fibroblasts
gcjbneji-1,pDCs
gcjcakhk-1,Fibroblasts
gcjcbjaa-1,T Cells
gcjcenoe-1,Macrophages
gcjcfccj-1,T Cells
gcjcfhck-1,T Cells
gcjcglgg-1,Macrophages
gcjciana-1,Fibroblasts
gcjcibjk-1,T Cells
gcjcklcm-1,T Cells
gcjcmpgi-1,Macrophages
gcjcoikk-1,pDCs
gcjconea-1,Fibroblasts
gcjcpjol-1,pDCs
gcjdacff-1,Fibroblasts
gcjdbacj-1,Tumor1
gcjdeemh-1,Tumor1
gcjdejeg-1,Tumor1
gcjdeljo-1,Tumor1
gcjdepdg-1,Tumor3
gcjdfhdd-1,Tumor1
gcjdhngc-1,Tumor1
gcjdifco-1,Endothelial
gcjdimlh-1,Fibroblasts
gcjdjnde-1,Plasma Cells
gcjdkaao-1,Plasma Cells
gcjdkpbf-1,Macrophages
gcjdmndi-1,Fibroblasts
gcjdmnfk-1,Plasma Cells
gcjdocjp-1,Plasma Cells
gcjdoklh-1,Fibroblasts
gcjeambo-1,Endothelial
gcjebana-1,Plasma Cells
gcjeceja-1,Fibroblasts
gcjeeemb-1,T Cells
gcjeieep-1,T Cells
gcjejnfn-1,T Cells
gcjekbag-1,T Cells
gcjenpka-1,Tumor1
gcjepmeo-1,T Cells
gcjfcblg-1,T Cells
gcjfiglk-1,DCs
gcjfikab-1,T Cells
gcjfkeij-1,Macrophages
gcjfklag-1,Tumor1
gcjflcje-1,Macrophages
gcjfldcf-1,DCs
gcjflddc-1,Fibroblasts
gcjfmdbm-1,Tumor1
gcjfpgoc-1,Plasma Cells
gcjgcfbg-1,Fibroblasts
gcjggbdc-1,Fibroblasts
gcjggfnd-1,Fibroblasts
gcjghbpp-1,Fibroblasts
gcjgimpp-1,Macrophages
gcjglbcl-1,Plasma Cells
gcjgldpg-1,Plasma Cells
gcjgnkfi-1,Tumor3
gcjgpaak-1,Macrophages
gcjhgbhp-1,Tumor1
gcjhgief-1,Tumor1
gcjhjlcp-1,Macrophages
gcjhkagn-1,Macrophages
gcjhkffn-1,T Cells
gcjhmkpb-1,Fibroblasts
gcjhnjfa-1,T Cells
gcjibpfn-1,T Cells
gcjiegpi-1,Adipocytes
gcjifaom-1,Tumor1
gcjighii-1,Tumor1
gcjigjhh-1,Tumor1
gcjihfif-1,T Cells
gcjiiabp-1,T Cells
gcjijepb-1,T Cells
gcjikjkb-1,Fibroblasts
gcjikjna-1,Fibroblasts
gcjjbhii-1,Macrophages
gcjjdmdg-1,Endothelial
gcjjdoga-1,Plasma Cells
gcjjelhe-1,Macrophages
gcjjemgp-1,Fibroblasts
gcjjgnnf-1,Macrophages
gcjjjbna-1,T Cells
gcjjjcgg-1,T Cells
gcjjjlnk-1,Fibroblasts
gcjjkdag-1,Fibroblasts
gcjjkfck-1,Fibroblasts
gcjjmghm-1,Fibroblasts
gcjjmkej-1,Adipocytes
gcjkblfi-1,Endothelial
gcjkclhn-1,Endothelial
gcjkegii-1,Fibroblasts
gcjkjdbf-1,Endothelial
gcjkjhie-1,Macrophages
gcjkkfcl-1,Macrophages
gcjkoghm-1,Plasma Cells
gcjkonbd-1,Fibroblasts
gcjlejma-1,Fibroblasts
gcjlekbh-1,Tumor1
gcjlhfha-1,Tumor3
gcjljoen-1,Macrophages
gcjllmno-1,Tumor1
gcjmaigg-1,Macrophages
gcjmakob-1,Tumor1
gcjmbppl-1,Fibroblasts
gcjmchae-1,Fibroblasts
gcjmejfo-1,Fibroblasts
gcjmennl-1,Tumor1
gcjmgkop-1,Tumor1
gcjmhgdo-1,Tumor3
gcjmkmgn-1,Tumor1
gcjmlolf-1,Tumor1
gcjmokfm-1,Tumor1
gcjnboad-1,Tumor3
gcjnddgd-1,Fibroblasts
gcjndmjo-1,Fibroblasts
gcjnefop-1,T Cells
gcjnikpd-1,T Cells
gcjnkhff-1,T Cells
gcjnnmkd-1,Tumor3
gcjnpgim-1,Plasma Cells
gcjobccn-1,T Cells
gcjobkld-1,Macrophages
gcjocepa-1,Fibroblasts
gcjodnpn-1,Endothelial
gcjoedgd-1,Macrophages
gcjogkgo-1,Plasma Cells
gcjohdhi-1,Tumor1
gcjoilki-1,pDCs
gcjoinme-1,Macrophages
gcjojpem-1,Macrophages
gcjolhhc-1,Plasma Cells
gcjpedhd-1,Adipocytes
gcjpfbpg-1,Tumor1
gcjphjmn-1,Tumor1
gcjpoook-1,Macrophages
gcjppcab-1,Tumor1
gckaapod-1,Macrophages
gckacoon-1,T Cells
gckaghec-1,Fibroblasts
gckajfoa-1,Fibroblasts
gckbdjmg-1,T Cells
gckbjndc-1,T Cells
gckbnnpa-1,T Cells
gckcfmgo-1,Plasma Cells
gckcihih-1,Fibroblasts
gckcikej-1,Fibroblasts
gckcjieb-1,Macrophages
gckdbejd-1,T Cells
gckdcfcl-1,Fibroblasts
gckdcmmn-1,Fibroblasts
gckdfhkp-1,Endothelial
gckdkmca-1,T Cells
gckdndbm-1,T Cells
gckeaope-1,Fibroblasts
gckebkpg-1,Fibroblasts
gckedhlc-1,Fibroblasts
gckegjeg-1,Tumor1
gckejlka-1,Tumor1
gckeklao-1,Tumor1
gckfcbce-1,Tumor1
gckfdeol-1,Plasma Cells
gckfeljc-1,Fibroblasts
gckfengn-1,Fibroblasts
gckfepmm-1,T Cells
gckfgmkp-1,Tumor3
gckfhbee-1,Tumor1
gckfhbng-1,Fibroblasts
gckfhcme-1,Endothelial
gckfigfn-1,T Cells
gckflddd-1,Endothelial
gckflejh-1,Macrophages
gckfloaf-1,Fibroblasts
gckfohkg-1,DCs
gckgabic-1,T Cells
gckgcdio-1,T Cells
gckgclcg-1,Macrophages
gckgfjdp-1,B Cells
gckghfhm-1,T Cells
gckghjdp-1,Fibroblasts
gckgimpb-1,T Cells
gckgkdoj-1,Fibroblasts
gckhakdh-1,Fibroblasts
gckhecgo-1,Tumor1
gckhmhnm-1,Tumor1
gckhpdhn-1,Plasma Cells
gckieggc-1,T Cells
gckifmdc-1,Endothelial
gckihfkf-1,Macrophages
gckihghp-1,Adipocytes
gckikajj-1,Endothelial
gckikdal-1,Macrophages
gckikdnj-1,Macrophages
gckikodd-1,T Cells
gckiofnn-1,Fibroblasts
gckjbfkd-1,Endothelial
gckjcapp-1,B Cells
gckjcloj-1,Fibroblasts
gckjfmka-1,Endothelial
gckjgonk-1,Macrophages
gckjhdfh-1,Endothelial
gckjjdfg-1,Endothelial
gckjjphb-1,Macrophages
gckjmcgb-1,Macrophages
gckkbhkg-1,Endothelial
gckkcipn-1,Endothelial
gckkdcfc-1,Fibroblasts
gckkeelm-1,T Cells
gckkjhle-1,Fibroblasts
gckkmbbn-1,Tumor1
gckkmcfc-1,Macrophages
gckkmmao-1,Fibroblasts
gckkplmh-1,Tumor1
gckladkk-1,T Cells
gcklbfpn-1,Fibroblasts
gckldfdj-1,T Cells
gckldknd-1,Endothelial
gckldndi-1,T Cells
gcklecnh-1,Plasma Cells
gcklgfpk-1,Tumor1
gcklndke-1,Tumor1
gcklohhd-1,Tumor1
gckmcafl-1,Fibroblasts
gckmdjmj-1,Fibroblasts
gckmeadn-1,Macrophages
gckmephn-1,Fibroblasts
gckmiapf-1,T Cells
gckmiioi-1,Tumor1
gckmmjkn-1,Endothelial
gckmpajc-1,Tumor1
gcknbdim-1,Tumor1
gcknbhal-1,Tumor1
gckncmob-1,Tumor1
gckncoab-1,Tumor1
gckneejp-1,Tumor1
gcknfhfh-1,Endothelial
gckngnco-1,Tumor1
gckniiam-1,Tumor1
gcknjcgd-1,Tumor1
gcknlpkn-1,Endothelial
gcknpaeg-1,Tumor3
gcknpiib-1,Tumor3
gckoangb-1,Tumor1
gckodogd-1,Tumor3
gckohedi-1,Fibroblasts
gckoieff-1,Tumor1
gckoiflb-1,Fibroblasts
gckomefi-1,Tumor1
gckpamdo-1,Tumor3
gckpblah-1,Tumor1
gckpebga-1,Tumor1
gckpefai-1,Tumor1
gckpefok-1,Tumor1
gckpehej-1,Tumor2
gckpfbpa-1,Tumor1
gckpfhna-1,Tumor1
gckphfib-1,Tumor1
gckpihgj-1,Tumor1
gckpjeli-1,Tumor3
gckpjpli-1,Tumor1
gckpkkfi-1,Adipocytes
gckplgcj-1,Tumor1
gckpmffi-1,Tumor1
gckpnbmb-1,Tumor1
gckpogoi-1,Tumor1
gckpppgp-1,Tumor3
gclaaeli-1,Tumor3
gclaebmn-1,Tumor1
gclagpjp-1,Tumor1
gclajcll-1,Tumor1
gclalnii-1,Tumor1
gclbaggf-1,Tumor1
gclbdgej-1,Tumor1
gclbdnja-1,Tumor1
gclbeppb-1,Tumor1
gclbfkhc-1,Tumor1
gclbgplp-1,Tumor1
gclbhgnj-1,Tumor1
gclbiaoi-1,Tumor1
gclbiede-1,Tumor1
gclbilpe-1,Tumor1
gclbjmln-1,Tumor1
gclblbpp-1,Fibroblasts
gclbmgjh-1,Tumor1
gclbnlfm-1,Tumor3
gclbpego-1,Tumor1
gclbpifj-1,Tumor1
gclcbgmp-1,Tumor1
gclccajk-1,Tumor3
gclcfjna-1,Tumor1
gclchpil-1,Tumor3
gclcijao-1,Tumor1
gclcijma-1,Endothelial
gclcioni-1,Endothelial
gcldccmh-1,Tumor1
gcldekll-1,Adipocytes
gcldhjio-1,Tumor1
gcldhmpi-1,Tumor1
gcldkmia-1,T Cells
gcldlmof-1,Tumor1
gcldpgmc-1,T Cells
gcldpphl-1,T Cells
gclebmpn-1,DCs
gcledlae-1,Tumor1
gclefebm-1,Tumor1
gclegafd-1,Tumor1
gclehjhb-1,Tumor1
gclejcdh-1,Tumor3
gclejhgd-1,Tumor1
gclejlka-1,Tumor1
gcleljjl-1,Tumor1
gclenlgp-1,Tumor1
gcleooed-1,Tumor1
gclepggm-1,Tumor1
gclepoal-1,Macrophages
gclfbbkj-1,Macrophages
gclfbfjp-1,Tumor1
gclfbnmc-1,Macrophages
gclfdmip-1,Fibroblasts
gclflhfa-1,Macrophages
gclflnld-1,Tumor3
gclgghoc-1,Tumor3
gclggpmd-1,Tumor1
gclghdll-1,Tumor1
gclgjmkk-1,Tumor1
gclgnccm-1,Tumor3
gclgpmep-1,Tumor1
gclhagob-1,Tumor1
gclhaohn-1,Tumor3
gclhckle-1,Endothelial
gclhdakd-1,Endothelial
gclhhljk-1,Endothelial
gclhjjhg-1,Macrophages
gclhnikc-1,Endothelial
gclhocmp-1,T Cells
gclhonpl-1,T Cells
gcliajma-1,Fibroblasts
gcliejmp-1,Fibroblasts
gclifclk-1,Macrophages
gcligndj-1,Macrophages
gclihdjl-1,Plasma Cells
gcliillk-1,Macrophages
gcljbilk-1,Tumor1
gcljfjfe-1,Fibroblasts
gcljgajp-1,DCs
gcljglko-1,T Cells
gcljiefd-1,Fibroblasts
gcljlaap-1,Macrophages
gcljlhii-1,Endothelial
gclkchdi-1,Fibroblasts
gclkdafp-1,T Cells
gclkdckg-1,T Cells
gclkdeob-1,Fibroblasts
gclkgage-1,Tumor2
gclkgahf-1,Tumor1
gclkiabo-1,Tumor1
gclkkdon-1,Tumor1
gclkmdfc-1,Tumor1
gclkmmic-1,Tumor1
gclkobgd-1,Tumor1
gclkodil-1,Endothelial
gcllameh-1,pDCs
gcllbdea-1,Endothelial
gclljafm-1,Endothelial
gclljfal-1,Endothelial
gcllmbja-1,Adipocytes
gcllonic-1,Tumor1
gcllpcpg-1,Tumor1
gclmeeon-1,Tumor1
gclmfjpe-1,Tumor1
gclmjldc-1,Tumor1
gclmkeag-1,Tumor1
gclmkhhl-1,Tumor3
gclmlblj-1,Tumor1
gclmmcnp-1,T Cells
gclmobac-1,Endothelial
gclmpclm-1,Tumor1
gclmpngp-1,Macrophages
gclnebbn-1,T Cells
gclnejim-1,Tumor3
gclnelhe-1,Tumor3
gclnfkbb-1,Tumor2
gclngpkb-1,Tumor3
gclnjbjj-1,Tumor1
gclnpggn-1,Tumor1
gclnphbh-1,Fibroblasts
gcloakfg-1,Tumor1
gcloamjo-1,Endothelial
gclobjbe-1,Tumor1
gclockip-1,Tumor2
gclogopl-1,DCs
gcloijjf-1,Endothelial
gclojdhf-1,Tumor1
gcloleih-1,Tumor1
gcloodkd-1,Tumor1
gclpbggh-1,Tumor1
gclpcolp-1,Tumor1
gclpeimb-1,Endothelial
gclpeknj-1,Fibroblasts
gclpkiof-1,Fibroblasts
gclpodnj-1,B Cells
gclpolhn-1,Plasma Cells
gcmaapei-1,Fibroblasts
gcmacebf-1,T Cells
gcmaciki-1,Fibroblasts
gcmadnkf-1,Adipocytes
gcmainig-1,Tumor1
gcmananh-1,Fibroblasts
gcmanbdm-1,Fibroblasts
gcmaofel-1,Fibroblasts
gcmaofmo-1,Endothelial
gcmapdlf-1,T Cells
gcmbbahg-1,T Cells
gcmbbimf-1,Fibroblasts
gcmbbkhc-1,T Cells
gcmbeobg-1,T Cells
gcmbfcll-1,Endothelial
gcmbffpl-1,Adipocytes
gcmbibfk-1,Endothelial
gcmbibnh-1,Endothelial
gcmbiked-1,Endothelial
gcmbkdnd-1,T Cells
gcmbkhkj-1,Macrophages
gcmboife-1,DCs
gcmbpckf-1,T Cells
gcmbpleo-1,Macrophages
gcmcbabb-1,Endothelial
gcmcbfhm-1,Fibroblasts
gcmcdicd-1,Tumor1
gcmcdnmh-1,Tumor1
gcmceecn-1,T Cells
gcmckbae-1,Tumor3
gcmckici-1,Tumor1
gcmckmip-1,Tumor1
gcmcnnmb-1,Tumor1
gcmcoloi-1,Tumor1
gcmdanbp-1,Tumor1
gcmdcjge-1,Fibroblasts
gcmdiame-1,Fibroblasts
gcmdlibo-1,Fibroblasts
gcmdmhmj-1,Tumor1
gcmdnakb-1,Tumor1
gcmdnpji-1,Tumor1
gcmdponm-1,Fibroblasts
gcmefpfd-1,Tumor1
gcmehkdf-1,T Cells
gcmeiceg-1,Tumor1
gcmellfm-1,T Cells
gcmfakcf-1,T Cells
gcmfdaab-1,Macrophages
gcmfdbeb-1,Tumor1
gcmfeimd-1,Tumor1
gcmfepoh-1,Tumor1
gcmfgbid-1,Tumor1
gcmfjnli-1,Tumor1
gcmfkbdg-1,T Cells
gcmfkbff-1,Tumor1
gcmfmigc-1,Tumor3
gcmfpefd-1,Tumor1
gcmfphcb-1,Fibroblasts
gcmfpijd-1,Tumor2
gcmgakpo-1,Fibroblasts
gcmgbpal-1,T Cells
gcmgdeec-1,Tumor1
gcmgfjmp-1,Tumor1
gcmgieed-1,Tumor1
gcmgiiij-1,Tumor1
gcmgocpg-1,Tumor3
gcmgpefn-1,Tumor1
gcmhgbhp-1,Tumor1
gcmhgkbl-1,Tumor3
gcmhhdlj-1,Tumor3
gcmhjahg-1,T Cells
gcmhlgpg-1,Endothelial
gcmhmopg-1,Endothelial
gcmhpech-1,T Cells
gcmhpndf-1,Smooth Muscle Cells
gcmicbon-1,Tumor1
gcmichhm-1,Plasma Cells
gcmidedi-1,Macrophages
gcmidnid-1,Endothelial
gcmigmdb-1,Endothelial
gcmiicla-1,Endothelial
gcmiimpi-1,Tumor1
gcmikheg-1,Tumor1
gcmimjfe-1,T Cells
gcminnkl-1,Endothelial
gcmjadjl-1,Endothelial
gcmjakcp-1,Endothelial
gcmjbbeh-1,Tumor1
gcmjbfpn-1,Tumor1
gcmjcbmb-1,Endothelial
gcmjcena-1,Tumor1
gcmjcidp-1,Endothelial
gcmjcpkl-1,Tumor1
gcmjembf-1,Tumor1
gcmjemll-1,Tumor1
gcmjgefo-1,Tumor1
gcmjgfbj-1,Tumor1
gcmjielg-1,Tumor1
gcmjjhak-1,Fibroblasts
gcmjlpjd-1,Fibroblasts
gcmjmhnm-1,Endothelial
gcmjmneh-1,Tumor1
gcmjneea-1,Endothelial
gcmjpjca-1,Endothelial
gcmjplim-1,Endothelial
gcmkaogc-1,Endothelial
gcmkbbmc-1,Tumor1
gcmkiedj-1,Tumor1
gcmkkemc-1,Tumor1
gcmkmfgc-1,Fibroblasts
gcmkmioh-1,Tumor1
gcmknjgc-1,Macrophages
gcmknpba-1,Macrophages
gcmkodjm-1,Endothelial
gcmkodom-1,Endothelial
gcmlandd-1,Tumor1
gcmlcfkh-1,Endothelial
gcmlcjdh-1,Tumor1
gcmlfgji-1,Tumor1
gcmlicgn-1,Fibroblasts
gcmljmlj-1,Tumor1
gcmlknnp-1,Tumor1
gcmlnjib-1,Tumor1
gcmmaajm-1,Tumor1
gcmmchfi-1,Tumor1
gcmmckji-1,Tumor1
gcmmglcg-1,Macrophages
gcmmmmkj-1,T Cells
gcmnakah-1,T Cells
gcmnjked-1,T Cells
gcmnlifm-1,Endothelial
gcmnlikl-1,Fibroblasts
gcmnnkmf-1,T Cells
gcmnnpai-1,T Cells
gcmoainj-1,Fibroblasts
gcmofpcl-1,Plasma Cells
gcmoiapk-1,Fibroblasts
gcmojnic-1,Fibroblasts
gcmokkmf-1,B Cells
gcmolcec-1,DCs
gcmolhfc-1,Macrophages
gcmomnfo-1,T Cells
gcmompab-1,Fibroblasts
gcmpaifp-1,Plasma Cells
gcmpbpjj-1,Macrophages
gcmpcfam-1,Tumor1
gcmphdmj-1,Adipocytes
gcmpihai-1,Macrophages
gcmpinmn-1,T Cells
gcmpjhmo-1,T Cells
gcmpkncc-1,Macrophages
gcmpomfe-1,B Cells
gcnabbgc-1,T Cells
gcnacjeh-1,Macrophages
gcnaeipg-1,Fibroblasts
gcnahhkg-1,B Cells
gcnaipgp-1,T Cells
gcnajkid-1,Fibroblasts
gcnalbmc-1,T Cells
gcnanjpk-1,T Cells
gcnankng-1,T Cells
gcnaofap-1,pDCs
gcnaopac-1,T Cells
gcnbinlb-1,Fibroblasts
gcnbmnia-1,T Cells
gcnbohgb-1,B Cells
gcnbpgkh-1,Tumor1
gcncbljh-1,T Cells
gcnccikm-1,T Cells
gcnceebi-1,T Cells
gcncekni-1,Endothelial
gcncgmpl-1,Endothelial
gcncohgh-1,T Cells
gcncokae-1,pDCs
gcncooil-1,Plasma Cells
gcncplfd-1,Fibroblasts
gcndadkd-1,Plasma Cells
gcndaiel-1,Fibroblasts
gcndanmm-1,Endothelial
gcndccih-1,Fibroblasts
gcndciah-1,Endothelial
gcndcphc-1,Endothelial
gcndhbcl-1,DCs
gcndlgmo-1,Endothelial
gcndljaf-1,Fibroblasts
gcndlnpk-1,Endothelial
gcndnohp-1,T Cells
gcndpdlb-1,B Cells
gcneamao-1,Macrophages
gcnecihk-1,Macrophages
gcneddmo-1,T Cells
gcnefnle-1,T Cells
gcnegiok-1,Plasma Cells
gcnepija-1,Fibroblasts
gcnepklh-1,Fibroblasts
gcnfecca-1,Fibroblasts
gcnfecop-1,Adipocytes
gcnfgdpn-1,Macrophages
gcnfgjap-1,T Cells
gcnfhlmm-1,T Cells
gcnfinfm-1,Fibroblasts
gcnfioah-1,Fibroblasts
gcnfjpia-1,T Cells
gcnfkbfj-1,pDCs
gcnfmpho-1,B Cells
gcngajin-1,B Cells
gcngenmf-1,Plasma Cells
gcngfhlp-1,Macrophages
gcngjjap-1,Macrophages
gcngklaj-1,T Cells
gcngknih-1,T Cells
gcngljlo-1,T Cells
gcngokbc-1,Macrophages
gcngpobf-1,B Cells
gcnhaefo-1,B Cells
gcnhbjjm-1,T Cells
gcnhchjk-1,T Cells
gcnhfdog-1,Macrophages
gcnhfokn-1,Tumor3
gcnhfpeo-1,Macrophages
gcnhghch-1,Macrophages
gcnhhabp-1,Endothelial
gcnhipjb-1,T Cells
gcnhkned-1,T Cells
gcnhlfjc-1,pDCs
gcnhnbkl-1,T Cells
gcnhnpgf-1,Fibroblasts
gcnhodee-1,Plasma Cells
gcnifjek-1,T Cells
gcnifkgg-1,Macrophages
gcnigimf-1,Plasma Cells
gcnigpcl-1,T Cells
gcnijbfe-1,T Cells
gcnilamh-1,Fibroblasts
gcnileba-1,Fibroblasts
gcnilgch-1,T Cells
gcninkee-1,T Cells
gcnipcpi-1,Macrophages
gcnjahcm-1,T Cells
gcnjbnkc-1,B Cells
gcnjedlj-1,Tumor3
gcnjhpgm-1,T Cells
gcnjimnk-1,T Cells
gcnjlaoe-1,T Cells
gcnjoaak-1,Fibroblasts
gcnjonnk-1,Tumor1
gcnjpeel-1,Fibroblasts
gcnkacek-1,Endothelial
gcnkccam-1,Endothelial
gcnkdbdd-1,Macrophages
gcnkdmlj-1,Tumor1
gcnkejee-1,Tumor1
gcnkgjdh-1,Tumor1
gcnkjceg-1,Tumor1
gcnkjfpl-1,Tumor2
gcnkkgkl-1,Tumor1
gcnkkpik-1,Tumor1
gcnkniob-1,Macrophages
gcnkpabp-1,Endothelial
gcnkpfhc-1,Adipocytes
gcnkpjeb-1,DCs
gcnlagdh-1,T Cells
gcnldbga-1,Endothelial
gcnledao-1,Plasma Cells
gcnlgmmp-1,T Cells
gcnllnlo-1,Plasma Cells
gcnlongo-1,Fibroblasts
gcnmeofa-1,pDCs
gcnmepib-1,Tumor3
gcnmghjd-1,B Cells
gcnmjbnm-1,Tumor3
gcnmlmcc-1,Endothelial
gcnmnbjh-1,Macrophages
gcnmnjlm-1,Fibroblasts
gcnmnklm-1,Fibroblasts
gcnmooge-1,Endothelial
gcnnafdb-1,Tumor1
gcnnbipc-1,Tumor1
gcnnbkmf-1,Tumor1
gcnnbnll-1,Macrophages
gcnnfedp-1,Macrophages
gcnnhpce-1,Fibroblasts
gcnnjhkn-1,B Cells
gcnnjnff-1,T Cells
gcnnmokb-1,T Cells
gcnnndmb-1,T Cells
gcnnngic-1,Plasma Cells
gcnnngoo-1,Fibroblasts
gcnnpneb-1,Fibroblasts
gcnobknf-1,Macrophages
gcnodmdc-1,Macrophages
gcnoecje-1,T Cells
gcnogohm-1,Macrophages
gcnoimcc-1,Macrophages
gcnojpll-1,Tumor1
gcnokdob-1,Macrophages
gcnokfjl-1,Fibroblasts
gcnoknbo-1,T Cells
gcnoncab-1,T Cells
gcnoofbi-1,T Cells
gcnopjeo-1,Tumor1
gcnopkhp-1,B Cells
gcnpbeea-1,Endothelial
gcnpcpek-1,T Cells
gcnpdaak-1,pDCs
gcnpdbjc-1,T Cells
gcnpdkbh-1,Fibroblasts
gcnpdpch-1,Endothelial
gcnphjbg-1,Endothelial
gcnpkngk-1,Macrophages
gcnpmlmp-1,Fibroblasts
gcnpnpjh-1,Macrophages
gcoabfoo-1,Endothelial
gcoagndc-1,DCs
gcoahhim-1,Macrophages
gcoaldjg-1,T Cells
gcoanhmg-1,Fibroblasts
gcobabig-1,B Cells
gcobapjl-1,pDCs
gcobemhc-1,Macrophages
gcobfoop-1,T Cells
gcobllnk-1,Plasma Cells
gcobnbne-1,Macrophages
gcobnfom-1,pDCs
gcobngjc-1,Macrophages
gcobnpmg-1,T Cells
gcobpnah-1,Macrophages
gcocaogm-1,Fibroblasts
gcocgaoo-1,Fibroblasts
gcocgjad-1,Fibroblasts
gcocgmje-1,B Cells
gcochfho-1,B Cells
gcocijdb-1,T Cells
gcocimhp-1,Macrophages
gcocjgge-1,T Cells
gcodagml-1,Fibroblasts
gcodcjjb-1,pDCs
gcodclcj-1,Macrophages
gcodefph-1,Fibroblasts
gcodfjpp-1,Plasma Cells
gcodgpcg-1,T Cells
gcodihbn-1,B Cells
gcodllbo-1,T Cells
gcodnbck-1,B Cells
gcodnofa-1,pDCs
gcododhj-1,T Cells
gcoeddej-1,T Cells
gcoedfng-1,Fibroblasts
gcoednkl-1,Macrophages
gcoejhno-1,Plasma Cells
gcoelcoe-1,B Cells
gcoelhnf-1,Tumor1
gcofaidj-1,Adipocytes
