SYMBOL,Log2FC
HGF,-4.831331841
ZNF469,-4.949976338
TLR1,-3.304084838
CRIP1,-2.182074378
PRICKLE1,-4.773998666
CEACAM5,2.934469989743234
SEC24D,-2.398612064
RGCC,-2.35790695
NREP,-2.250580055
COCH,-3.015153069
FAM110B,-5.906619968
VWA1,-2.398904205
NHSL2,-5.233430285
CHST3,-4.39901635
TNXB,-3.362778833
CD96,-4.158626446
KATNAL1,-3.295278941
CXCL5,-4.765443905
RGS7BP,-4.363826922
BMP5,-4.0979775
SLC22A31,3.1276970549538268
ZC3H12C,-3.871973826
PHLDB1,-2.243339335
SCIMP,-4.345905014
GPSM3,-2.525374703
CD83,-2.882422775
CHRD,-5.724416637
IL2RA,-5.023976919
ROR2,-5.439014418
FOLR2,-4.383872864
RCAN2,-3.033824705
PDLIM4,-2.424907472
BOC,-3.103900463
FHL1,-4.175980013
TWIST1,-6.271904432
CNN2,-2.131698118
CTSO,-2.536563364
CCR1,-4.294066082
USP9Y,-5.068371038
APOD,-2.911866553
UBASH3B,-3.282711187
GJA5,-5.483408538
ATP2B4,-2.213393657
C14orf132,-4.590323742
SERPINH1,-2.093672143
PIP4K2A,-2.597841711
MS4A14,-4.746442944
MUC5B,3.102249539456278
PDE8B,-3.945974407
RTL8B,-4.532990567
FOS,-2.402488542
RNASE1,-2.215174719
SLC35F1,-4.416294342
TSPYL5,-4.345905014
RFTN2,-3.459363064
TLR7,-5.19390192
SP140,-3.938247045
KANK2,-2.498149542
TICAM2,-3.583404328
KLRB1,-4.949976338
ALPL,-4.760942513
CDHR1,3.213502916910202
BCL2,-5.220374132
GPC4,-2.737095771
SIRPB1,-4.123512593
EMID1,-2.799270632
TIAM1,-4.849947519
PLN,-3.534938838
CD3D,-4.057924251
TBC1D10C,-4.107392927
UCHL1,-6.220374132
SERPINI1,-3.965873964
VCL,-2.206383667
IFITM2,-2.40382499
CALU,-2.056747253
MYOF,-2.160634039
FBXL7,-5.19390192
FIBIN,-4.898446037
WTIP,-2.504488256
DOK6,-4.715854624
WWC2,-3.320369922
SALL1,-4.588761538
TPM1,-2.029388159
PALM,-4.941514759
RGS2,-3.287011325
ALKAL1,-4.381528924
ARSI,-6.483408538
MAPK11,-4.13360141
SLC2A5,-4.294066082
LTBP1,-2.293243279
ABLIM3,-4.059600829
RAI2,-4.406446556
PLA2G4C,-3.443515811
SCN1B,-3.676053616
OMD,-5.321657468
SELL,-4.023976919
BMPR2,-2.08066387
FGD1,-4.063505283
DOCK4,-2.287700127
MDGA1,-4.079830154
STAT2,-2.129504006
ROBO2,-5.805336633
GAB3,-5.049512011
MAP1A,-3.50396986
IFI27L2,-2.801584498
TLR3,-4.366369117
CDYL2,-4.086261197
TNFSF13B,-3.044154801
ARHGAP22,-5.667833109
TIGIT,-4.746442944
P3H1,-2.621878475
LY86,-4.389626391
HSD17B2,-3.729233653
MLXIPL,3.2686252900016597
ARSJ,-4.345905014
INSYN1,-5.074602992
LAX1,-4.66140684
SLFN12L,-4.153259936
HECW2,-2.68539148
CDH1,2.8464988838806313
CHST2,-4.483408538
CBX6,-2.732928137
P2RX7,-4.495282638
TNFAIP3,-2.256101742
STON1,-2.511526918
PABPC4L,-4.801584498
DUSP10,-2.619135187
PHACTR1,-3.551223922
RASA3,-2.654743109
PLD3,-2.032550239
GABRD,-4.074602992
JAML,-3.760942513
NIBAN1,-5.321657468
LGR5,2.785070976058907
ARHGAP23,-2.323878708
PODXL,-2.097284682
TUBB2A,-2.861126443
NTNG2,-4.930867515
SIGLEC14,-4.632786162
SSBP2,-3.962576374
SAMD11,-5.696402261
CAMK4,-4.906619968
RARB,-4.906619968
CPNE5,-4.09006611
GPR65,-3.898446037
HVCN1,-2.969114984
CEACAM6,2.6735049757139584
NAV1,-2.279875144
HIP1,-3.012102819
TMEM26,-6.345905014
APOL6,-2.115955241
RNF43,2.8825226493002285
GIMAP5,-4.831331841
SMIM10,-5.046344732
PPP3CC,-2.348140018
PRSS8,2.817419576362793
TCN2,-2.439014418
AMOTL1,-2.288546924
SLC6A1,-4.321657468
SEPTIN11,-2.006242276
METRNL,-2.236807118
CLEC11A,-3.214919702
ETV5,-2.749469729
TRPC4,-4.638686763
TSPOAP1,2.811020758071382
NPL,-2.470898479
TTC39C,-3.470233149
MMP16,-4.860478187
PEAR1,-4.831331841
FUT11,-3.13718753
LAMB1,-2.009303057
ZNF366,-4.386546998
CD82,-2.310159353
PHLDA1,-2.132193216
LIFR,-3.626641422
ZYX,-1.997567916
RASGRP2,-4.183175514
ELL2,-2.414436396
F2RL3,-5.99360327
CD3E,-3.561633705
GRB10,-2.474142642
NOX1,2.9693777673026376
LILRB4,-5.345905014
CST2,-6.139454136
NLRC3,-4.632786162
EML1,-4.560029819
ITPRIP,-3.216621997
RNASE6,-3.155888595
PLCL1,-2.984806322
TCF7L1,-5.139454136
FABP1,2.6769007978871295
HSPB8,-3.439014418
CADM1,-2.516493171
HSPB2,-4.213801478
TGFB1I1,-2.072494855
IRF1,-2.397304166
TLR6,-4.046344732
ARHGAP24,-2.922097305
FCGR2B,-4.917061715
GPRC5A,2.653155425593673
KCNMB1,-4.406446556
ZNF25,-2.792651373
TSPAN9,-2.369648474
ANO9,2.8288662677900156
LRMP,-5.166934873
DPYSL2,-2.094798256
C3orf80,-4.181518196
SERTAD4,-3.60893942
CXorf21,-4.632786162
FA2H,3.007241812
PTN,-4.429969279
FZD1,-3.717873791
LPAR1,-3.292465755
ASAH1,-2.047060532
CCL4,-3.767201504
LOXL3,-4.106439079
DTX1,-4.638686763
RECK,-2.896741731
ANK2,-4.586913113
SCPEP1,-2.162613895
RENBP,-2.983334935
BTBD19,-2.934180249
SIGLEC12,-4.696402261
JDP2,-2.215342445
DNASE1L3,-3.924441246
CSRP1,-1.90623048
MICU3,-4.554491636
ERN2,3.034916769998218
PRF1,-3.962576374
CTIF,-2.211376887
ACAP1,-3.60893942
PIM2,-2.270616887
FBXO17,-5.930867515
TAGAP,-3.912945607
PXDC1,-2.269089417
ZAP70,-4.416294342
APLNR,-2.415298349
FPR1,-4.422526296
KMO,-3.843404673
TSPAN33,-2.221487752
ABCA1,-2.023976919
MAP7D1,-2.073881825
PHGR1,2.495026928552978
NXPE4,2.6494016406851397
ISM1,-2.702048824
CES1,-4.277733511
TREM1,-3.956862723
CYP2W1,2.964213778655016
MACROD1,2.674887804343193
FHL5,-4.771210849
LRCH2,-4.393210729
ADORA3,-3.924441246
IL12RB1,-4.831331841
SLC7A7,-1.947643227
S100B,-4.91150219
RASSF5,-2.532318138
PTPRE,-2.196223232
SIRPB2,-3.867251415
HEY2,-4.439014418
GHR,-3.924441246
IL15RA,-2.871973826
ABCA10,-4.123512593
SFTA3,2.7736846067984096
CEP85L,-3.256637676
GJD3,-4.296995413
PCED1B,-4.220374132
GALNT15,-6.271904432
PLK3,-2.259789856
SAMHD1,-1.901026631
DDX58,-2.084296388
MEIS3,-4.045038535
HOXB9,2.613957297972265
PLCL2,-3.871973826
SLC5A4,-5.19390192
CPXM2,-4.156427215
FAM78A,-4.497908107
KCNK5,2.876425477190858
MYO1A,2.6441559620260198
CXCL8,-2.686281508
NFASC,-3.007857254
RGS19,-2.60893942
GABRB1,3.130117853285242
IL21R,-5.128313579
ACE2,2.8948863182192444
TNFSF13,-2.119775411
S1PR2,-3.505845927
NR1I2,2.6357434769464736
SLC5A1,2.773345849428514
FCRL5,-4.24636934
FN1,-1.814509536
PRR15L,2.7615584704405025
SPATA18,-4.696402261
TMEM200B,-4.271904432
DDIT4,-2.039778775
PPP1R1B,2.554222455941454
RGS17,-4.256637676
IGFBP4,-1.870224044
CCDC194,-5.023976919
ELL3,3.1789631396149254
RNF152,-2.603525924
GEM,-2.733527056
ATP2C2,2.739913389489071
PCSK9,3.152345853585113
ZNF467,-4.708475093
NPSR1,2.9314121942443583
HOXB6,2.5679946401851694
FAM162B,-6.068371038
CARD9,-5.865279173
RAB17,3.0605565911563177
PAPPA,-4.147359335
ESRP2,2.6151926557450373
DAPP1,-3.632786162
LCAT,-3.070270571
RNF180,-3.949976338
TWSG1,-2.006017828
ARHGEF17,-1.999374946
SUCNR1,-3.930867515
ITPR1,-2.08702909
AMN,2.7543695559321066
SOX17,-4.24636934
TNFSF14,-4.898446037
EPPK1,2.5368108087572296
EREG,2.527006266257661
MMP13,-5.547538875
SLC28A3,-4.502024216
ZNF683,-4.323537201
MAMLD1,-4.760942513
TLE1,-2.614332679
ABHD12B,2.9188545576222813
SLC39A5,2.6260053735162154
FAM83E,3.171227490835319
ZNF677,-4.740183953
AREG,2.591822985588399
TRABD2A,2.557719981149033
MSRA,-2.287011325
ID1,-1.97593602
ADAM33,-4.397435315
CD69,-4.179255145
ALPK2,-5.724416637
CCM2L,-4.450241674
TTC28,-2.552153394
SPESP1,-4.023976919
CD27,-4.831331841
NINL,-3.252245907
ACVRL1,-2.103411387
TRIM8,-1.847691297
CYP2J2,2.6321925321582254
SPIRE2,2.577037217109599
ZNF626,-4.22561078
FERMT1,2.4034697671339615
CD300E,-4.898446037
COL13A1,-4.696402261
NAGK,-1.947563804
CXADR,2.6510862361849497
MISP,2.4680372732535982
MAOA,2.415820654830989
EVPL,2.475097404568398
PDGFB,-2.139454136
ITGAV,-1.809217455
ATP10B,2.553451908980399
PLPPR2,-2.979122683
SYNE1,-3.315743043
GALNT10,-1.951408293
CCDC69,-3.20231416
FAM3D,2.422852586132021
ACKR1,-4.578565771
FITM2,2.652483936151302
ELK3,-2.442120329
PTPRU,-3.808248228
TMPRSS4,2.4037641701497074
LGALS4,2.376516032428551
TBC1D1,-3.439014418
GLCE,2.3655667560948723
PARM1,-2.532990567
PLPP2,2.5103259633992803
F13A1,-3.958881891
B3GNT3,2.6368475961811146
PALMD,-4.408640769
LTB,-2.614101125
FOXL1,-4.082870608
KLF9,-2.206840976
PRAC1,2.425761303378103
RARRES1,-2.845006778
STK10,-2.122661194
SGK2,2.7941221613630622
PYGB,2.2900890580590416
SMAD9,-4.179255145
NPTX2,-3.962576374
GPSM1,-3.881957914
MFNG,-3.023976919
RGS18,-3.889047339
HSPA6,-3.724416637
MICALL2,-1.917061715
BHLHE40,-1.805236892
ABCA6,-5.059600829
AGRN,-1.889675827
COL24A1,-4.66140684
PKP3,2.476043498145722
SLC39A13,-2.424856355
CTSZ,-1.752038059
SGTB,-2.587406258
WNK2,2.4644615128615595
CLDN7,2.4296461560902918
MT2A,-1.924621706
ZSWIM8,-2.097707308
NQO1,2.331088427
LPXN,-2.088828063
NCF4,-2.355686035
CYP1B1,-4.023976919
C12orf57,-1.788749209
TMEM45B,2.3951908293682203
SHFL,-2.057253074
RAPGEF4,-3.956862723
ZMIZ1,-1.900745153
DGKI,-4.345905014
PCDHB2,-5.345905014
LRRC4B,-4.502024216
TMEM125,2.562506609788656
ABI3BP,-3.682940001
ALKAL2,-4.502024216
HHIPL1,-4.24636934
CLDN3,2.4599033347587542
EPCAM,2.2460948097656934
SAMD14,-4.439014418
EPS8L3,2.429152745544964
CHRDL1,-4.771210849
LYST,-2.469388067
PDE1A,-3.975067319
LSR,2.3617140345718584
FHDC1,2.4693195941439927
EFS,-3.544809082
CHST1,-4.724416637
ELMO3,2.660049709194909
REEP1,2.5734919947041495
SNCG,-4.502024216
SLC31A2,-2.536625215
NUMBL,-2.168023289
CAPN13,2.589330207359767
POU2AF1,-4.264985019
ZNF618,-2.116235427
DSG2,2.3221907337119396
CD163L1,-4.740183953
ACAN,-4.497908107
TMEM184A,2.745903297583591
HS3ST2,-4.760942513
PDZD3,2.7776416334531095
PML,-1.908035439
GUCY2C,2.4944703872860376
DHCR24,2.345584589655705
CHPF,-1.868495654
PYGO1,-4.676053616
VAV1,-2.306120148
IL3RA,-2.24636934
LCK,-3.712032913
TMEM238,2.3163364939645525
UBTD1,-2.494427539
OR8D4,2.582860081288568
PRICKLE2,-2.442690076
LEFTY1,2.316928688647635
CYS1,-4.898446037
CCL22,-4.751897374
AZGP1,2.5162157115457835
DSEL,-5.094366247
PCDHB3,-5.978173229
PDCD1LG2,-4.686941932
HS3ST1,-2.865279173
C1orf21,-1.972751596
BHMT2,-5.686941932
WBP1L,-1.948469831
ARHGAP8,2.520343597
RAMP2,-1.996391087
CXCL9,-3.043342244
SHISA3,-4.831331841
ZNF671,-4.139454136
NKX2-1,2.400663483768389
FXYD3,2.380153835161537
ZFY,-5.153259936
TGFBI,-1.729004506
SORBS3,-1.866435642
LRRK2,-3.881957914
SLC9A3R2,-1.851759065
ZNF625,-4.831331841
SEMA5B,-4.871973826
GSDME,-4.179255145
CDH17,2.4211550841555662
SLC22A15,-3.534938838
APOL2,-1.840573083
HPSE2,-3.66140684
PBX3,-1.987794583
SLC16A3,-1.828056709
OAS3,-1.917344071
ELFN1,-3.46454951
EBF4,-3.335178607
SLC19A3,2.909595719205674
CLDN4,2.2793167612437677
GNG4,2.3762457018087564
CD79B,-5.439014418
PRLR,2.6284485494445446
DNAJB5,-3.356552258
PDGFRL,-4.256637676
TMEM238L,2.830569086256901
PDK4,-2.24133375
CD33,-4.345905014
NEGR1,-3.845006778
SOX9,2.4504516645727628
EMB,-4.088107256
TRAM2,-1.889928954
GFRA1,-3.702048824
CYSLTR1,-5.153259936
PRKG1,-1.864577097
TMC5,2.4646666207984342
TMEM106A,-2.132911291
CPE,-2.443515811
PRAP1,2.3154772284170257
JPH1,2.8699079667284044
RAB25,2.402932903862676
CABLES1,-3.509403746
SPINT2,2.2240874010870137
TDO2,-3.636953796
GZMK,-6.023976919
KRTCAP3,2.4770695313569457
SUSD6,-1.759653817
TNFRSF9,-3.483408538
NFKB2,-1.882083853
LEF1,-1.90034557
CXCL11,-3.120192234
TLN1,-1.7973713
OR4D5,2.583649301790137
GPA33,2.595631724472697
B3GALNT1,-4.547538875
BTN3A3,-2.050943967
ST14,2.151928787
PDE1B,-3.731796168
TSPAN8,2.2004048618610357
RAB12,-1.937389234
CCL15,2.8052927794306948
HIST1H1A,-4.211603922
KIT,-4.130892123
PPIC,-1.833154577
CKMT2,2.4067543873286388
SCNN1A,2.3289103588948725
MYADM,-1.843404673
FAAH,2.6887411288641783
NCAM2,-5.233430285
GAS6,-2.008209603
CREM,-1.897064807
LBR,2.189828830822462
KIAA0930,-1.769205824
SYNGR1,-4.483408538
KRT23,2.212122921701696
IER5L,-2.023976919
ABAT,2.2740856486636662
PPP1R16B,-3.898446037
ESRP1,2.239398993476899
HAS2,-2.295573338
C19orf33,2.207764972437122
JUNB,-1.683855707
FRMD4A,-1.86170549
PPM1M,-2.263315232
INKA1,-4.128313579
CLRN3,2.711348317
COL9A1,-4.377613874
CD99,-1.744494672
BST1,-3.489640491
NRROS,-3.166934873
KLF5,2.172196081292827
AMPH,-4.271904432
GPR63,-3.023976919
TNFRSF4,-4.345905014
CCL4L2,-5.978173229
ASCL2,2.2694815164142117
ARMH4,-3.46454951
TRPC1,-2.760942513
CD274,-3.889047339
ERBB3,2.209283627810452
C9orf152,2.5756053709385824
FAM83F,2.4221004384713423
TESMIN,2.562291779
SEMA6D,-4.568297435
MYC,2.1611344862016377
CYP3A5,2.766720659048646
PODXL2,2.357452187580674
P2RY13,-3.708475093
SELP,-4.865279173
ANTXR2,-1.976864323
TOX2,-4.128313579
LARGE2,2.4689444446618154
ZNRF3,2.307537225
SH3TC1,-2.760942513
TGFB2,-2.601952989
WNT5B,-4.023976919
CACNA1D,2.327193697955075
IYD,2.4036292537265496
C3orf67,2.418492707503229
ACSM3,2.3258466436640366
RASGRP1,-3.731796168
GLIPR2,-2.509403746
CDKN1A,-2.182880514
APOBR,-1.801106388
RNF128,2.3343079761250474
MEGF6,-2.030263182
CLEC1A,-4.502024216
CPNE7,2.6871626877429513
SMPDL3B,2.7039435355078485
MEOX2,-4.175980013
KRT40,2.4498320018045625
FEZ1,-3.389626391
KCNN3,-4.831331841
NUGGC,-4.831331841
RFX8,-4.19390192
GUCY1A2,-3.181518196
AOC1,2.3755539939559847
VWA5B1,2.562450990670304
LAMC3,-4.261016116
TCIM,-1.855705436
CSMD2,-4.023976919
NUP210,2.295927287203313
BDH1,2.3786555593327128
PPFIA2,-4.450241674
TBXA2R,-3.773998666
KIF12,2.753341629247445
SP110,-1.8220486
CC2D2B,-4.60893942
PABPC1L,2.1914776019919224
CYP2B6,2.3770227468232106
PLS1,2.242809621639551
CNTNAP1,-2.721948382
CHDH,2.536446905352377
ANKRD40CL,2.447328799870238
MAP4K1,-4.345905014
UBA7,-1.962576374
APBB2,-1.924078349
LXN,-1.857405353
DMRT2,2.665322241480541
FCN3,-3.941514759
AHNAK2,-2.504305879
TMPRSS2,2.231921305496815
OVOL1,2.6578471209183947
EXOC3L1,-3.130892123
NPC1,-1.82310821
WNK4,2.619879270719374
SLC44A5,2.433023873327185
S100P,2.2173804348391877
ANKS4B,2.564231241
CYP2S1,2.3054804798848334
HSPB7,-3.971509499
LILRA5,-3.715854624
CAPG,-1.640873894
PTPRN2,2.3917994765473987
APOBEC3D,-4.46454951
KANK3,-3.871973826
CD28,-4.60893942
HSD11B2,2.218272920626284
ABHD17C,2.1702096899202887
IFIT5,-2.070771131
LIMCH1,-2.411902573
ANKRD6,-4.515830015
WARS,-1.684227547
TMEM200C,-3.686941932
LY6G6D,2.1567490582761986
METTL7B,2.327078538537155
RHOH,-5.11143976
ITGB1,-1.650076488
MAP7D2,2.446121624633803
P2RY10,-4.416294342
CHRNA3,-3.815390297
NFAM1,-3.949976338
HCFC2,-1.912468604
SYNM,-2.657194588
AGR2,2.1626777210446626
HERC6,-1.925639
PARP15,-3.78296882
DENND3,-2.081692417
SLC25A10,2.566128884941765
LILRA2,-5.11143976
PTPN14,-1.93244337
DIPK1B,-3.740183953
IL6,-3.530936908
SHROOM3,2.2175556590908614
HBEGF,-2.726995181
HNF4A,2.0873184679580374
OSM,-3.771210849
B3GNT9,-2.362393137
TMEM97,2.2212602532060095
PRAF2,-2.085705909
DMRT1,2.769256895
GASK1A,-4.24636934
NR2F1,-2.276742989
ST6GALNAC1,2.6160269452237674
IQGAP2,-1.958388577
SLC39A2,2.635711474
SHISAL1,-5.023976919
LIPH,2.3948127150846013
SLC29A2,2.4513962434509686
COX4I2,-4.831331841
SHANK3,-2.532990567
GIMAP1,-3.60893942
KLRC4,-4.24636934
PLEKHH1,2.662004746392051
ALOX15B,-4.871973826
PHTF2,-1.832522675
CAVIN2,-2.92304801
CES2,2.1483174293489506
PLEKHG4,2.2526702965311456
RNF157,2.2622853266823753
DHX58,-2.116423168
TMIGD3,-4.175980013
RAB8B,-1.777665871
MYO7B,2.3228725510136385
MYO5C,2.3104421200152085
HNF1A,2.4369112318014627
ANKRD50,-1.786225877
FAM50B,-4.439014418
KCP,-2.666424914
SELENOP,-1.581014544
HOXA6,2.659287655277609
MARC1,2.229594002135387
EPB41L4B,2.098296441911608
SLC27A2,2.286888280598154
MANEAL,2.325607518734878
STK17B,-1.749260708
FAM83H,2.1437948058067984
TRIM72,2.4430598571031155
EHF,2.0874316178200214
ZNF438,-2.376278663
MST1R,2.4463430157246826
GULP1,-2.287011325
ERO1B,-2.729233653
CDCA7,2.1677589163782907
KAT2B,-1.96832889
PPP2CB,-2.365013837
ADGRD1,-3.817526042
MME,2.016679564233918
C8orf58,-2.876419731
AGMAT,2.364371601520464
HOXB8,2.3683405037234095
MAP7,2.048821777232425
CPA3,-4.574174002
TUB,-5.345905014
PFKFB3,-1.757038059
SRR,-3.023976919
GPR161,-2.471435896
EDA,2.380903965187322
CENPV,2.501376092527651
SLC44A4,2.1196743881778533
MUC13,2.1453314142686226
PSMG1,2.061865462582986
CAMSAP3,2.342669096121213
RASSF10,2.105785318967229
EPHB6,-4.930867515
FLT3LG,-4.386546998
NRXN3,-2.973350846
AK4,2.135378840676774
TBC1D9,-2.393210729
RHOQ,-1.632066061
MAL2,2.021120537384709
TLR8,-3.460076034
KITLG,-2.381528924
GPX3,-2.418255858
CCN6,2.2944565555341443
LLGL2,2.0855324245792883
TPX2,2.137356933829447
SMIM41,-4.19390192
SLAMF1,-3.78296882
CD276,-1.605751142
CNNM2,-1.823194792
CD24,1.9509072964199716
AIFM3,2.0902386498006744
CA12,2.499585037001663
SERPINB8,-2.309885791
GPR160,2.016006436890075
SMPD1,-1.885078813
C3orf52,2.1650873262150325
SIDT1,2.4457719905674606
C6orf141,2.646089150042223
NOX4,-4.538550092
SEPTIN8,-1.645080012
NRK,-3.450241674
SLCO4A1,2.7389033738616497
DCLK3,-4.101979431
TFCP2L1,2.1153470403189534
SLC6A20,2.7642691800545496
FGF10,-5.023976919
MYO9B,-1.624826482
CLEC2D,-1.900241551
FASN,2.029632736148733
TMC4,2.2537890889458554
TRERF1,-2.831331841
TSPAN6,2.0008082613795035
COL21A1,-3.258442173
TSPAN1,2.4372259644341394
RHOBTB2,-2.591017512
IGF2BP1,2.4735227404154667
CLN8,-2.054350568
RELB,-1.812744943
ACY1,2.092078185
VAMP1,-2.296995413
ARSE,2.17126683
COBL,2.4022878356467476
PAG1,-1.823678269
L3MBTL4,-3.749801956
EXPH5,2.4215825250003897
TMEM173,-1.604853289
GALNT3,2.1335078248861605
GPX2,2.0311151998383625
RAB27A,-1.716002996
VIPR1,2.307629089734365
MCM4,2.001356642739966
MAP3K21,2.2525906424321365
ETV4,2.124661430029016
PATJ,1.9778055309439173
SLC16A7,-3.724416637
TMED6,2.3683405037234104
PEA15,-1.550870364
MBIP,1.9973616053103527
OCLN,2.182102847145493
MXRA7,-1.550315419
RIPK4,3.1419350198803393
RBP2,2.7632001210646235
FRMD1,2.7632001210646235
C10orf99,2.405815209142073
TMEM252,2.730910583108118
GNAI2,-1.614214362
TCEA2,-2.106439079
KRT8,1.9069856460532106
EFNA5,-5.345905014
ITGB7,-2.471435896
SYNGR2,1.8986605736890796
KCTD9,-2.041788195
SPRY1,-1.623236136
THBS4,-4.426075363
TMPRSS13,2.1753318891680564
CD1D,-3.386546998
HNF1B,2.7280955675010645
BPGM,-1.74465743
TOX3,2.228688513394898
P3H3,-1.893474895
OXGR1,2.5563541329341595
EIF4E3,-1.708880858
FAM124A,-4.881957914
AFAP1,-1.644798256
CPVL,-1.763449369
C1orf116,2.3858491535781514
SRPK3,2.635532535030859
FILIP1,-3.509403746
MMP7,-1.836698351
RGS4,-4.161480443
SP100,-1.577031677
PPP1R14D,2.1594043628663897
AKAP1,1.9479951826571626
NCAM1,-4.11143976
ACSL5,1.9410377229953177
N4BP3,-3.789511665
S100A14,2.416595672330631
CHSY3,-3.419905595
GNGT2,-4.426075363
CD6,-2.958881891
CD3G,-3.419905595
SLC16A2,-2.520402745
ARMCX1,-2.072475437
ALDH1L1,2.2964782864331363
STARD9,-2.349963231
NAALADL1,-2.862225849
SCML1,2.0968849302012367
UNC13D,-2.057924251
PAM,-1.563946548
GNAO1,-4.439014418
CDX2,2.0296610445467227
CES3,2.573454933628023
IFI27,-1.51546465
ITGB4,1.979447471446039
RAPGEFL1,2.1296462700578616
IGLC1,-4.488444128
HPSE,-2.206454971
ALDH5A1,2.0941655402844153
TOM1L1,2.0470256692239808
CLECL1,-3.702048824
GLIS3,-3.881957914
PRKAR1B,1.9941970100869133
AMACR,1.9329091950901105
PRSS3,2.0944602258133393
HOXA5,2.03998776
CAMKV,2.9760230809446497
VLDLR,2.0405950822407335
SH3RF2,2.118073393963494
ESYT3,3.5100016529470013
PHKA1,2.267938606765573
CA13,2.263599671041235
TMEM263,-1.628806093
MAGEA11,2.964707767716815
KIAA1324,2.226566542595247
HSF4,2.278685316306283
P2RY8,-5.547538875
CHSY1,-1.620006724
C5AR2,-3.532990567
GAS2L1,-2.506369686
ENOX1,-3.055003815
IDO1,-3.574174002
SORD,2.1614491759271504
KIAA0040,-1.862613931
PRR36,2.1480838267309537
TNFSF11,-3.886473395
SAMD12,2.306125107277712
SIPA1,-1.644587121
IL34,-3.22561078
EPHA4,-3.411000042
PROM1,-3.056398397
ANKRD44,-2.262136656
EBI3,-4.724416637
IP6K2,1.930469576893739
HS3ST3B1,-3.395945696
FAM78B,-2.418836536
CANT1,1.9450163932596056
ADH1C,2.087158751179357
DYRK3,-2.69140158
CARD6,-2.320958657
LAD1,1.9751256034408144
LGALS9,-1.707192127
TK1,2.0736338775710723
NCR3LG1,2.521991450049943
FAM155B,2.754100210480008
SKI,-1.546573539
TRIM2,1.9774689087331612
VIL1,1.9482051368048872
TTC39A,2.0548961022590593
ARHGEF10,-1.902188439
FAM89A,-2.104595379
THEM6,2.465584365766335
DBNDD1,3.0167694232879585
KCNN2,-4.139454136
IKZF3,-2.330638257
UBE2QL1,-4.831331841
ACOX2,2.0571269254936704
TJP3,2.1927278419860006
ABHD11,2.1887770543753646
NDN,-4.831331841
DACT3,-4.702048824
GPCPD1,1.8858592413174624
SYT13,2.550493207848164
ELF3,1.9067604185075357
LDOC1,-5.393210729
DEGS2,2.649936504575555
PTGFR,-3.702048824
IL1RL1,-6.483408538
L3MBTL1,2.3584927177670627
PLCH1,2.4850367284325063
PTPRF,1.9453881687637113
FOXP3,-4.978173229
EXTL3,-2.121587716
PLA2G12B,2.2910647902467716
BVES,-3.428367174
GRB7,2.3087310145852546
MARVELD3,2.2671681935353885
EFNA3,2.140128409
HSPD1,1.8854292744719512
POF1B,1.9310972100631334
RAB40B,2.088232584530675
CCNI2,2.4690630922247667
HPDL,2.223950594388236
ITGA6,1.8347662977467418
SLAMF6,-3.543351078
TAP1,-1.519707486
ENTPD4,-1.778066691
SLC7A5,1.971773607943292
CXCR6,-3.693828317
CREB5,-3.724416637
CXCL16,-1.585552394
FAM83B,2.0801646633416198
EFHD1,-3.871973826
FGF2,-3.978173229
OPTN,-1.490463637
TSTD1,2.001749906063019
PLA1A,-2.717873791
PTGDR,2.4920382279483144
SLIT2,-2.077614883
ITK,-4.789511665
DPEP1,2.2208480232120937
C6orf132,2.1110197490840097
HMGCS2,2.0219777142907205
FOXS1,-3.60893942
MYB,1.9042354648271234
MAPRE2,-1.671752492
TRPC6,-3.439014418
RBPMS2,-4.393210729
PTHLH,-4.170818307
GRN,-1.476245306
SAMD13,2.0577533515760758
UBE2C,2.168272629058417
PLS3,-1.718857112
AHCY,1.8839702090360437
PLEKHM2,-1.553898056
SATB2,1.8991413615685078
CD40LG,-4.60893942
EGR3,-3.416294342
PARD6B,2.181793281333684
RHPN2,1.9955904497921488
SORBS2,1.9204353554046127
DDR1,1.9103141138050828
FAM151B,-2.712032913
VWCE,2.6666373692296688
CBLC,2.181648651701691
THSD1,-2.801584498
DISC1,-2.243543296
CCPG1,-1.535900513
MYO5B,1.941230172143991
MYBL2,1.9491473749532542
TMEM156,-4.11143976
DHCR7,2.091103899120194
AP1S2,-1.695140455
C11orf1,1.8869156071106645
DNAJB4,-1.866435642
B4GALNT4,2.4858841264250877
KLRG2,2.2292384257479974
QPRT,1.9327556270404802
KCTD15,-1.812057829
GDA,2.195191601406811
E2F1,2.1234365511164137
FMO5,2.033619382284086
HOXA3,2.090293527034592
ZBTB16,1.9716179018246485
VWC2,-4.023976919
HDHD3,2.1154066878585853
HOXA2,2.232961835683203
CERS6,1.9221151266912995
IQANK1,2.5489127493652317
SLC37A4,1.955224618272259
PROX1,1.918468992676797
SRPK1,1.8206899874159337
KIAA1614,-4.24636934
KCNJ8,-2.291080989
APELA,-3.930867515
SHANK2,2.1634741349719757
ANKEF1,2.0893645540205945
SLC22A3,2.0936661823337417
FRMD3,-3.19390192
GPRC5C,2.2013400827289775
CAPZB,-1.508700164
MPV17L,1.983731176079913
SLC22A23,2.026649154014617
SYBU,2.091066731
CALML4,1.9311688451603892
GADD45G,-2.365013837
TMEM178B,2.295828003939042
PDE1C,-3.831331841
STX2,-1.564233804
MOGAT3,2.5704459109148727
RASGEF1B,-1.876131451
