SYMBOL,Log2FC
PDIA6,0.4846278447252632
ST7L,0.5425286769582449
CFAP161,-2.287011325
PPP1R14C,0.7102115904402817
ATG9B,0.9428562170094494
DNAJC12,0.7724896868595179
ZNF891,0.6865164637496646
TMUB2,0.5021962504582009
TRAF7,0.5010145601260869
ENTPD8,1.730910583108118
CHST4,1.730910583108118
POM121,0.5609855816658067
TALDO1,0.4979420633120939
FBXO4,0.5450188332607402
ZNF511,0.6164806942575103
CTNNAL1,0.5130511046021038
CHAC2,0.9394972049195367
GRM6,-3.023976919
KIF11,0.6129376613005277
NKAIN1,1.9760230809446497
OR2B6,1.9760230809446497
RAB26,1.9760230809446497
DCUN1D1,0.5111952149542747
NCR1,-2.023976919
LEP,-1.831331841
WDR48,0.5273771890229861
AARSD1,0.5489127493652308
NDUFA3,0.5011357266382852
UPF2,0.5172038896378925
MID2,-0.722321219
ZBTB26,0.5848323236201738
TTI2,-0.632956301
BRD8,0.5097050767221125
SPTBN1,0.4867946836145518
EFCAB6,0.9578757342343902
COP1,0.5156056781617968
NFXL1,0.5177503052781347
UBXN4,0.4818995585051624
ZCCHC18,-0.982156743
ABCD1,-0.539777395
LRP10,-0.424577035
OR10Z1,-1.801584498
ZCWPW1,0.745410153
STARD3NL,-0.429233398
NCKAP1,0.4614499081148917
SREBF1,0.52199145
GINM1,-0.45262485
AKAP8L,0.5194064779144059
IRF3,0.5128490606215355
SCP2,0.4839241185061942
CROT,-0.801584498
SULT1A2,1.7129886751108554
SYCN,-3.023976919
RITA1,0.538394877
TRPM5,2.063485922194989
FAM104B,0.520077638
ATP8A2,-2.023976919
MYO6,0.5005071815142914
PSMD13,0.48109667648742427
TUSC1,-0.578739182
S100A13,-0.427609655
CASKIN2,-0.532836441
FBXO44,-0.66888196
GRWD1,0.5703234462451423
RBP3,-3.023976919
CMIP,0.4824959665471007
TBC1D8,0.5874577930269966
WIPI2,0.48892162208215373
GSDMA,-1.106439079
CAPN7,0.5005497278038318
MAGEA12,-2.345905014
NDRG1,-0.437540024
OLFM4,-1.023976919
CXCR1,-2.023976919
ARHGEF3,-0.463960775
CPPED1,0.5214138457641964
TSTD2,0.5369583110193563
ZFHX2,0.7000496194033579
TTC9,-0.595883267
ULBP3,1.3910605802234937
TIRAP,0.6427796728294526
ELAC2,0.50063009
SCNN1D,-1.831331841
TUBA3E,-3.023976919
SPAG6,-3.60893942
ATP6V1E1,-0.43011279
PCDHGA8,0.8551686860702645
MAGEL2,-1.801584498
NXT2,0.5337838541071687
EFR3A,-0.418711592
FUBP3,0.50824412
SLC1A4,-0.433015678
FMNL2,-0.422117349
GNL1,0.5161633840565809
C18orf32,-0.45929869
TOM1,-0.484304529
AAAS,0.5070925736706045
DBF4,0.6048398712552334
CC2D2A,0.5352224856007242
IKZF2,-0.788348671
PHGDH,-0.877135531
MAML1,-0.425915158
ANKIB1,-0.444988319
CPSF7,0.4862547065891789
EFCAB1,-1.702048824
SESN3,0.5075232931963853
LPCAT2,0.49227283158179214
KCNG1,-2.023976919
COX5B,0.5637787965574867
MROH2B,-2.345905014
YWHAE,0.45712633984703066
GOLM1,-0.421166417
ZBED3,0.5641880137041504
CNIH2,-1.187475651
CCL13,-1.702048824
SH3GL1,-0.451559672
UBE2E1,0.501664491
HIRIP3,0.5968307806125281
VWA7,1.4354546995819462
STK11,0.4887810727115687
PDE12,0.5796494259308416
HECTD1,0.48451357342340273
SLC35G1,0.6595494161493951
DYNC1I2,0.47626862282643634
NECAB2,-2.439014418
C12orf10,0.5006477958275397
SNRPG,0.4972210391367131
TMEM199,0.5342682432900263
TANGO2,-0.48208314
PDE9A,0.5991207105525769
CASP3,-0.460309197
FAM89B,-0.440685171
CIP2A,0.6515881304467133
ZNF112,0.8605458635247132
RAB36,0.8605458635247132
GPR153,0.5714021976111443
HAUS2,0.5637467213428629
C7,-1.332099214
CDK16,0.4932753539702892
PRDM4,0.4955325201771901
KDELR3,0.5059714796613237
VSNL1,-0.690076183
CSRNP3,-0.809852114
ZNF148,0.49034401231194424
RNF14,-0.458982835
UBA52,0.44792658793007945
LONP1,0.48937724648524616
CAPN6,-2.023976919
ZNF17,0.6198792707193741
LIN37,-0.585855807
METTL7A,-0.459847922
OR5AR1,-2.345905014
PRDX1,0.4816631290044002
OSBPL10,0.5027495371537221
C1orf127,-2.439014418
MIS18BP1,0.5101974717516295
RIIAD1,1.2614252998068984
CATSPER3,1.2614252998068984
C19orf57,1.2614252998068984
EIF3I,0.6251159190855216
LRRFIP2,0.48706744229416143
U2AF1L4,-0.589348691
PTPRJ,-0.430968134
ATP13A3,0.4773419221055204
ARHGAP11B,1.0915002983645863
C1QTNF12,-1.5645453
SLC9B1,-1.5645453
AEN,0.5273640248462321
TBX10,1.1459480823869619
BARX2,1.1459480823869619
GEMIN2,0.7192476655825386
CCDC97,0.5209323321453665
ZNF251,0.5148564109366056
SRSF5,0.4750746215157351
INVS,0.5062277739953283
ENO4,-2.023976919
UBXN1,0.48194132177155913
ASCC1,-0.473041822
AP1B1,-0.422027064
DUSP8,0.7626194428354571
PSENEN,0.4966509399136818
AACS,0.5147625649051601
MARK4,-0.578177166
MFN1,0.4945475962911221
NHEJ1,0.5642756515999903
PMIS2,-3.60893942
TCP11,0.8667940111898922
CPLANE1,-0.44113447
ZNF580,-0.492953225
RPAP3,0.5071791379700121
ZNF92,0.591822986
ASB4,1.1776569421143002
CARNS1,1.1776569421143002
ESPL1,0.6695100384439749
ATXN3,0.4812345601293435
TMEM74B,-0.720196171
NLK,0.48736271852262547
GEMIN7,0.5135068714989224
GFRA3,1.1189810347866924
AMELX,1.1189810347866924
TRPV5,-2.439014418
CDK18,0.5681453732386714
H3F3C,-2.439014418
SMAD2,-0.41105095
CHUK,-0.451087251
SNN,-0.605833509
C5orf22,0.5170779006511195
IQSEC2,-0.483408538
LSM10,-0.459687987
ADRA2C,-2.439014418
DTWD2,0.6313749095572039
TPBGL,-2.345905014
SGCA,-1.801584498
ZSCAN20,-0.898446037
WDR35,0.5380244332224944
MAFG,0.5092030395632596
NF1,0.4834585290486513
NFAT5,0.4687131358759582
NKAP,0.5342907150003864
CRTAM,-1.287011325
NXPH4,-1.287011325
SPNS3,-1.287011325
ELOVL5,0.4755501051597455
PRCP,-0.407305559
KLHL22,-0.472105205
NAA10,0.48348967436718215
TRNAU1AP,-0.464381138
NRIP1,-0.414100698
SHANK1,-3.60893942
ZNF684,-0.71816849
EIF2S1,0.4716982201817759
C19orf73,0.8741434669254353
SPIN2B,0.8741434669254353
AP5Z1,0.49892461353355433
LIN52,0.6171286597033392
BABAM2,0.5022118722406397
CTC1,0.7970529398993307
C19orf54,0.5942617365401048
LLPH,0.5235108762471423
SOD1,0.4952311361820918
LMO7,0.4718954080967266
PWP1,0.47852342147383276
TASOR,0.4701111816576331
ZNF223,0.5989534318648264
ARV1,0.5275108771147181
CNOT7,-0.694271474
IQCC,0.891630894
DPH1,0.7072063225168499
KCTD5,0.5026333431875134
SERTM2,-2.023976919
PLXNA3,0.486372521
CA9,1.125770200449331
EAF2,-0.503144756
KCNAB3,-1.139454136
ERO1A,0.4703294428445228
DHRSX,-0.439014418
SORCS1,-2.023976919
DNAJC24,-0.483002431
TENM1,-3.60893942
RALB,-0.485935466
SORT1,0.4712702345795603
CLIC1,0.4692477382824962
EEF1AKMT2,0.4767648030085776
DYRK4,-0.49851543
TMEM245,0.4796507472126863
TAGLN2,-0.417577248
LGI1,-2.023976919
CUX1,0.46865791397234036
SEC63,0.4661939368317829
PIGH,0.5387556342823405
FSTL5,-2.023976919
ERG,-0.504305879
TNFRSF11B,0.635532535
CGNL1,-0.682057349
TMEM51,-0.511864984
DMBT1,-1.801584498
ELP4,0.5328719454568915
PSD4,0.507347618
ZDHHC21,0.5199583134057502
CCDC89,-0.808964028
IFT172,-0.49851543
FBXO39,-2.023976919
SCAMP5,0.618471076
LEPR,-0.648110017
PHF3,0.4694020315052847
HYI,0.5116747309970728
BMP10,-1.60893942
ACOXL,-1.60893942
GPR15,-1.60893942
PTP4A3,0.4629236333855422
TECTA,-1.60893942
RNASE13,-1.60893942
SPEM2,-3.60893942
RNF112,-1.60893942
RTCB,0.4776829349712446
TTC14,0.4854568370639054
NMRK2,-3.60893942
TRIO,-0.406078014
UCP1,-2.439014418
DCK,-0.463797519
LSM14A,0.48401026446826023
RPAP2,0.4949178597245014
COL6A6,-2.023976919
MUTYH,0.8125243486617704
PLD2,-0.502439798
CDK13,0.4928359896627903
SUMO4,-1.5645453
PEX13,0.47790384017124987
RFX3,0.5093528132504836
LCN8,-1.801584498
TES,0.4608016515140543
UQCRQ,0.4751352823442856
EXD3,0.5207437344726165
PIGG,0.5154447977556202
MEF2B,-0.535690438
UTP15,0.6140969181253677
CNOT3,0.5408077
PIP4K2C,0.5439120683068648
CLSPN,0.5926944413931441
MSS51,-1.023976919
LEMD2,0.4687518647311877
OR1E1,-2.439014418
CARF,-0.527300951
DNAJC7,0.467955728
SNPH,-0.914352428
RWDD4,-0.444006448
ZNF507,0.48540980705907266
ZNF783,0.4979334111305045
FRS2,-0.46454951
MS4A1,-1.439014418
ERMN,-1.60893942
DAG1,0.4792246098428672
SLAIN1,0.7602943898892125
CD8B2,1.2979511758320115
NOC3L,0.4938713858072683
AP2A1,-0.408235757
ERC1,-0.436458713
AP4S1,0.5392086392705542
FAM3C,-0.395466703
TEX29,0.8105994717372793
FXN,0.501941227
B3GALNT2,0.49167571139370914
TPP2,0.47446168938508215
YIPF4,0.46853414811585736
GRK6,-0.46514415
PPP1R3E,0.8147421739115881
AFG3L2,0.47086533485875215
GMPR,-0.601285847
RBBP5,0.529149495
E2F2,0.935381096
ATP6V1C1,0.46749895278769626
SRP9,0.45957685405583737
PCYOX1,0.4839746808389682
RETREG2,-0.419981226
SRI,0.4597385258965465
CREBL2,-0.401908264
ARF6,0.4573363510057358
NUDT16,0.480131329
CNIH1,0.49298548154799793
SHB,-0.408235757
USP32,-0.401174612
PRPF38B,0.4636883803108911
ZYG11A,-1.345905014
PTAR1,0.47086828696948846
GYS1,0.4991337011491188
EMC2,0.4618277913075759
AKAP8,0.4924212951827345
DLGAP1,-3.023976919
ARHGAP4,0.4707877726942278
PDIA3,0.43221535601408134
METTL9,0.45541385967485093
PRPS1,0.5179168597739201
ABRAXAS2,0.5144429957287757
CLEC12B,-2.439014418
LSM8,0.4639432565416426
IL12A,-1.439014418
RBM15,0.5173031428484087
TCERG1,0.4669043382069993
RAB28,-0.486475772
UBAP1,-0.42583903
CD44,-0.399883174
EPDR1,0.493718712
SLC25A19,0.541876759
RBM6,0.45694069959316863
MRO,-1.66140684
CMTM5,-2.439014418
SLC6A16,-1.66140684
GTPBP10,0.5072677217879598
ANKZF1,0.4981694734792086
MTCH1,0.4528748341032225
SLC49A4,0.4854628049391154
SLC24A2,1.5609855816658058
AKAP6,0.7280955675010645
KRTAP3-3,1.499585037001662
PKDREJ,1.499585037001662
DCP1B,0.5154860335191582
RHEB,0.47512484501196806
RNF103,0.47852342147383276
KLRF1,-1.801584498
HSPA14,0.5568339383953385
PAGR1,0.48121501748009887
CLDN14,-2.023976919
TMEM8A,0.46810680552849426
GNAQ,-0.388459314
RAB33A,-1.801584498
ZNF30,0.6107386168629052
E2F8,0.6897188957880092
HABP4,-0.464744693
MVK,0.53510695
PIK3C2A,0.46598906773005844
SPATA32,-1.801584498
GOPC,0.4757185697956743
UBLCP1,-0.417663362
KCTD21,-0.668496264
TP53BP1,0.4798086732656408
BCHE,-1.439014418
SMIM21,-2.439014418
TOMM40L,-0.45292002
EIF1B,0.4534166575691434
PPT2,0.5125452266080535
ICAM4,-1.439014418
XPNPEP2,1.034916769998219
SOX2,-1.60893942
OR10A4,-2.439014418
KRTAP5-5,1.5609855816658058
RNASEL,-0.741042956
KLHL14,-3.60893942
MAF1,0.4480915252598723
SPTBN5,-0.657194588
ARF3,-0.47243742
LIPC,-1.091091115
CRYBG3,-0.485308071
POLR3B,0.602462218
TMSB15B,0.5753408746428761
SLC26A11,-0.441846009
ANAPC2,0.4851541687061598
ZWINT,0.496594994
ARHGAP11A,0.5097050767221125
ARAP1,-0.396268586
INTS10,-0.414737727
KIF27,0.6270747721235788
LNX1,0.6764627990857415
KIF1A,-2.439014418
TMPRSS6,-1.60893942
NDUFS2,0.4574810059119456
CLTRN,0.9760230809446497
BCAS2,0.50217469
WDR92,0.5190133111904904
STARD3,-0.399281923
PIH1D2,0.7695722034772237
CARD19,-0.463676473
ZNF831,-1.509403746
NIPBL,0.4537458484394361
KCTD13,0.4976235206683768
RTN4RL2,-0.982156743
KIAA0753,0.5222160115012304
CCDC43,0.5106120591506871
ZNF442,-1.130892123
EPHB1,-1.023976919
SWT1,0.5693978214820063
CCDC115,0.49314994809207846
GCLC,0.47451481917023663
TIMELESS,0.6416040418740909
SLC25A24,-0.400766949
HIST4H4,0.7833780030022544
TCOF1,0.4718190467437795
SAT2,-0.419905595
DLG2,-0.924441246
LIN7A,0.5054904690741022
CDKN2AIPNL,0.5067833000758926
ZNF501,0.5707666024583906
ANKRD7,-1.831331841
ZNF324,0.7129886751108563
PCDHB10,-0.712032913
ZC3H12A,-0.449740825
NAPB,0.5528116502201055
FHOD1,0.5609855816658058
LIN7C,0.45014534205939416
NTMT1,0.47400228007116585
BRDT,-1.760942513
OR13G1,-1.760942513
EIF2AK2,-0.391949856
DTHD1,-1.760942513
VIP,-1.760942513
PKD2L1,-1.760942513
OR52K1,-1.760942513
TAS2R8,-1.760942513
XKR7,-1.760942513
CHCHD5,0.5000712021421991
RNF149,-0.379801937
ZNF589,0.6702842241566174
TLCD3A,0.53510695
PHF20L1,0.4554612624469403
ZNF514,0.520343597
AAMP,0.44941735261999405
ENO1,0.4489392696461434
BICRA,0.49525261620562944
SNCAIP,0.5155426109046388
DNM1L,0.4511345086646066
DCTN1,-0.382173626
SAMM50,0.4881350162581244
C11orf68,0.4724489070641482
NBN,0.4586367222233996
OR13C5,-2.439014418
TMEM43,0.4490651311006002
RSBN1L,0.47955798232195956
ZNF14,0.681279815
INTS1,0.4754893613841995
PYGM,-2.023976919
MORN3,-1.509403746
ITPRIPL2,-0.399075673
ZNF397,0.4995850370016619
REL,-0.417513349
H6PD,-0.487431547
TSSK1B,-2.439014418
ZNF266,0.48086261135134034
UBQLN1,0.4863962652451228
FAR1,0.4472778275508773
OR6A2,1.2979511758320115
XPNPEP1,-0.430297201
FASTKD3,0.5709696702384282
PLEKHA5,0.45127581021033114
LPGAT1,-0.39078286
CDC25B,0.4519428223705164
PEX11B,0.48155111417140084
SETX,-0.403515737
TIGD4,1.2614252998068984
ILRUN,0.45829991769124234
CRY2,0.49422637966754657
UBN2,0.47543413755059216
KIN,-0.540297754
XKR9,1.080359740759386
USP2,0.7340502906386863
TMEM116,0.5753408746428761
SCYGR8,1.0634859221949888
PIGBOS1,1.0634859221949888
ACTL8,2.2979511758320115
TATDN3,-0.527300951
DENND10,-0.430502918
RAB4B,-0.45885923
SNRNP40,0.452344322
ATPSCKMT,0.4995850370016628
RXFP2,-1.323537201
TRAF3IP2,0.49367564670637964
SLC14A1,-2.439014418
TRIM23,-0.461878527
REXO1,0.487612395
SNHG32,0.45950017354859796
DCAF6,0.4678761772743236
NRXN2,0.6232698599201489
CLCN6,0.5315418037733242
BECN1,0.4601977497482306
CEP152,0.5769271255348274
FAM50A,-0.395945696
PCGF3,-0.414390631
ZNF66,1.185476446573599
FOXE3,1.3452568906103686
ACVR1C,1.3452568906103686
CLASRP,0.4671938906496953
WASF2,-0.380023088
FHAD1,-0.635706329
PPIL6,0.6630837692845422
C6orf47,0.5344437942133142
GJC3,0.8635483516862372
PDZD7,0.8635483516862372
NOS2,0.8635483516862372
XKR3,-2.439014418
ZNF598,0.5288051759166565
TRPC5,-2.023976919
ARHGEF37,-0.785190059
ELFN2,-1.760942513
PYY,-2.439014418
RBMX2,0.5445911434151371
OCIAD1,0.44794564376514323
SLC39A3,0.5144429957287748
FOXO1,-0.435583513
FBXL12,0.5052761490795179
RAB11FIP5,-0.429491644
FAM207A,0.520343597
PDHX,0.488229239
EMC3,0.44678185832605566
SLC44A1,0.43460829589625005
ATG9A,-0.435724348
UROS,0.4481394545315127
RGL4,-2.439014418
GBF1,-0.458186728
HTR3E,-1.760942513
GNA11,0.4682623893073874
KERA,-2.439014418
DERL2,-0.425493279
SYT14,-1.760942513
COG5,0.4624957182664424
BCL7B,-0.390811545
TMSB4X,-0.371253628
COX8A,0.45569063882620675
DCTN5,0.6679007855823169
SPIB,-2.439014418
CDC42BPB,-0.381870511
PEX12,0.730910583
PIP4P2,-0.468458196
COX18,0.4952311361820918
SSUH2,-0.969529135
CTTN,0.4124930327654497
ITPKA,1.223950594388235
ANKH,0.4328445976945594
ARCN1,0.43278202234013996
C12orf43,0.5326037802959833
SRSF4,-0.382313831
MXD4,-0.38809745
TMEM87A,0.4565975429076756
IDH1,0.46386311476770103
LSM11,-0.529212227
TRIM41,-0.418694434
TMEM115,0.4619755758346402
TRAM1,0.41231021069182217
ZNF534,-2.439014418
NVL,0.5107998244975889
SMAD1,-0.407891901
FDXACB1,0.7833780030022535
TADA3,0.4406185782806862
C8orf76,0.4843643000628939
LLGL1,-0.435701684
TINF2,-0.450154976
ASB5,-2.023976919
DLX2,1.7833780030022535
CPNE9,1.7833780030022535
DCAF4L1,1.7833780030022535
OC90,1.7833780030022535
OR5B12,1.7833780030022535
GRAMD1B,-0.652008142
SLCO1B1,1.7833780030022535
DNASE1L2,1.7833780030022535
DDTL,1.7833780030022535
OTC,1.7833780030022535
ZNF486,-0.791316162
KRTAP5-6,-1.760942513
STOML1,-0.645465296
OTUD5,0.4728165507376323
BET1,-0.427873861
PAOX,-0.576517942
SDAD1,0.5041674496659612
STK4,0.44168665329346135
UBE3C,0.43865003874175335
SLC25A53,0.8721872699601096
TTN,-1.323537201
UFM1,0.43199434246293755
MTO1,0.46009335414480645
NOC2L,0.5478101929180719
BDH2,-0.428001426
YWHAQ,0.44028030907900373
NDUFA10,0.43981989214334893
PCSK6,0.4427227000459859
CHURC1,0.4327153376939079
SAR1A,-0.567338515
CALM2,-0.37808106
VTN,-1.509403746
TADA1,0.6067892712789309
TNRC6A,0.4540703777492938
EIF5A2,-0.562645768
SPG21,0.41088955398541493
GCNT1,0.6331353674216409
PRSS36,-0.836349916
VPS4B,-0.398268076
IGF2BP3,-0.863512247
TIMP4,0.6578471209183947
RAB2A,0.4323179177013303
ZBTB5,0.47466078184143434
DRC1,1.8829136765531675
MTTP,-1.60893942
SVOPL,1.8829136765531675
KRT6A,1.8829136765531675
MEIOC,1.8829136765531675
CCDC114,1.8829136765531675
CSTL1,1.8829136765531675
DRICH1,1.1459480823869619
NHS,0.5559675068991812
UHMK1,0.4338608547788265
CCDC158,0.8721872699601096
SYTL1,-0.631659496
CDCA4,0.6419055770493731
NAGPA,0.49023910683833716
SMUG1,0.522305114
B4GALT3,0.4576078418204972
RAF1,0.436070315
MTG1,0.4453701684470297
ZMYM4,-0.381175827
TGM1,-0.894693902
XXYLT1,-0.485557004
MIEF1,0.5491114813775138
VKORC1,-0.376406301
LRRIQ3,0.7465412348218825
USP4,0.4401874376946693
ZNF177,0.5558605494879378
SLC2A1,-0.41301921
LENEP,-2.023976919
OR10T2,-2.023976919
TRPM8,-2.023976919
ABCF3,0.4629645487168901
GYPE,-2.023976919
TRIM75P,-2.023976919
TENM2,-2.023976919
PTCRA,-1.509403746
SEMA3E,-2.023976919
GPR37,-2.023976919
LINGO2,-2.023976919
AL354761.1,-2.023976919
NUTM2A,-2.023976919
CFAP46,-2.023976919
OR52N2,-2.023976919
GOLGA8M,-2.023976919
CTRB2,-2.023976919
IGLON5,-2.023976919
BANF2,-1.60893942
GDAP1L1,-2.023976919
KRTAP20-4,-2.023976919
GAB4,-2.023976919
PVALB,-2.023976919
IL17REL,-2.023976919
POLR3C,0.4547781884054096
TMED2,0.43296753195741733
CASTOR2,-0.506442346
AAMDC,0.4624217471822156
LYSMD3,-0.471804353
GLT1D1,-2.023976919
NFX1,0.43578669706146744
GTF2H5,0.462313194
RTP2,-2.023976919
PDHA2,-2.023976919
LARP4,0.43863069435031976
NMT1,0.4394477689478067
ZNF563,0.5882070504008308
CAMK2G,0.46499897519596267
MTREX,0.5005803423470301
COLEC10,-2.023976919
SPPL3,0.5058440274733442
VPS8,0.4459930593758745
TM4SF20,0.9760230809446497
EPHA2,0.47775172044399117
SYNJ2BP,0.47781009881856473
AMZ2,0.47781009881856473
ZNF665,0.8173253349255916
BMS1,0.4390599368789081
ELP1,0.46555112432808077
KLHL10,-2.439014418
ZNF653,0.5739246373733033
ATRX,0.42476217782318626
GPR17,-2.023976919
ARHGAP17,-0.371900222
RUBCN,-0.472566978
ARID2,0.44457608955049555
SMG7,0.4952021626204628
SLC35F6,-0.386546998
NDUFA6,0.4689967171682401
CDS2,0.4291696274311221
CHMP6,0.45664892185107053
IMPACT,0.43752189443468215
DESI2,-0.381870511
DHX8,0.45586887585159186
VPS33B,0.550493208
GNG5,0.542723375
BCL10,0.435085204
CDC42EP5,0.47376316955374254
SPATA2L,0.6160269452237674
ARID1B,0.4538766884100909
PTS,0.4379909352909026
GHDC,0.4967310399465097
UGGT2,0.44629564668881194
PRKACA,-0.374078406
CCDC22,0.5867486777308875
STAM,-0.42348472
HECTD4,0.46890999676742684
C2orf16,-1.760942513
SGCG,-2.439014418
PABPN1L,-2.439014418
PRR30,-2.023976919
MCEE,0.5142690827587755
KRT71,-2.439014418
LRRC10B,0.9302193913315246
ZNF559,0.4700770854675955
TP53I3,0.4381107820275836
OR10G3,-1.760942513
SERPINB7,-2.439014418
SCRN2,0.5041674496659612
TRIP10,-0.3713001
AADACL3,-2.60893942
SYT6,-2.60893942
TMOD4,-2.60893942
SPRR2E,-2.60893942
OR6N1,-2.60893942
OTOF,-2.60893942
KCNK3,-2.60893942
REG1B,-2.60893942
CRYGA,-2.60893942
C3orf84,-2.60893942
CPLX1,0.7087392021094985
CXCL13,-1.439014418
DSPP,-2.60893942
ADAM29,-2.60893942
CTNND2,-2.60893942
ACOT12,-1.66140684
PFN3,-2.60893942
ZKSCAN8,0.4658283486254655
NOBOX,-2.60893942
EBF2,-2.60893942
C8orf37,0.7087392021094985
LY6H,-2.60893942
AQP11,0.5609855816658058
CCDC184,-2.60893942
HPD,-2.60893942
FGF14,-2.60893942
IGHA2,-2.60893942
ERICH4,-2.60893942
KIR2DL4,-2.60893942
VPREB1,-2.60893942
DCAF12L1,-2.60893942
SPANXN3,-2.60893942
ZNF79,-0.854051918
EPC1,0.4363006069887021
DGLUCY,0.45585203285796183
PSMG2,0.4367192972151943
TUBG1,0.4914446484127293
CDH7,-2.60893942
SDHA,0.4501085599612251
METTL17,0.44550836424586926
CCDC180,0.738523767
DUSP3,-0.385415029
GPR33,-2.023976919
DCAF15,0.46409948652884125
LYRM7,0.5800944046135106
MTF1,-0.447475997
PEX26,0.4581218903971367
COG6,0.6584513911014236
RBM28,0.4735227404154658
MED12,0.45593041996135764
AP4M1,0.5028826271022382
MVB12B,0.4793238070926362
KRTAP19-7,-2.023976919
MON2,-0.407305559
POLN,-1.509403746
ANKRD30A,-1.509403746
NEK9,0.45543141090767936
TP73,-1.439014418
TCF19,0.5041232447101294
RHBDL3,-2.60893942
SMCO2,-1.216621997
ZNF431,0.8203722104844537
PSMD10,0.4359022550503693
SEC16B,0.550259175
TGIF1,0.4345242287074558
PIH1D1,0.4529883293666952
TOX4,0.42568536701352544
MGAT4A,-0.361271969
CCSAP,-0.548243488
TFG,0.4330824956368593
AP1G1,0.43902257466879036
KMT2B,0.4490523029826692
SMC5,0.43796504481406284
YME1L1,-0.402087849
PPHLN1,0.42660284568601226
PYGL,0.4664399451588048
PTPN4,0.4655660165871236
JADE2,-0.455502541
HAUS1,0.4935987419359309
PIP4K2B,-0.386758181
CACHD1,0.5306119326222873
DHX38,0.4470811269012378
OR52N1,-2.023976919
LAMA3,0.5549617940380358
EIF3G,0.4359813267244572
CCDC151,-2.439014418
CCDC157,0.9500278724117059
OR5B21,-1.60893942
ZFHX3,0.4327005879452499
RNASEH1,0.4359609971975624
TMEM35B,-0.387835694
ZNF566,0.5034518177696876
GPR182,-2.60893942
JSRP1,-0.776049406
TEX48,-2.023976919
RBM19,0.4502997835981697
CCDC130,-0.39425784
TDRD3,-0.416294342
UBAP2L,0.4218429019453134
DRC7,-2.023976919
CFAP298,0.43033572895693384
SORBS1,0.43815082266317873
SLCO1A2,1.185476446573599
CERS5,-0.387225116
OCEL1,-0.5156357
SELENOW,0.3913458951736747
DVL2,0.4971390996411804
PNISR,0.42009828511780256
CASP5,-1.439014418
SMIM10L1,0.4325372161996528
GPKOW,0.5013760925276509
DBT,0.4554198260198712
AMH,1.080359740759386
WNT1,-2.60893942
SCNM1,-0.381403695
DTNA,0.48328322467256246
RIMS2,-1.760942513
CCDC18,0.5346101662415084
ETV3,-0.455134084
COMMD7,0.4390272025405002
ZNF575,-0.936514078
AKIRIN2,0.41720138014481334
RTN4R,-0.743869
SPOUT1,0.47414232171804827
EFCAB7,0.5500144638448026
CDIPT,0.42503250947927107
ORMDL3,0.43855927371068315
CAMK2D,-0.42049433
SLF1,-0.455134084
SAP30L,-0.380530063
ZNF816,0.6605212552167208
MGLL,0.4223451587559435
ATXN7,0.44226952113825835
ZNF185,0.535718823
C2CD6,-1.760942513
NPEPPS,0.4187890208824938
KIAA0895,0.8240199874996001
SUGCT,-0.406920789
EFCAB10,0.8240199874996001
UBN1,0.4522195820613524
RBM42,0.4406913479480945
EML2,0.4565163151097771
EDEM3,-0.362501524
EMC10,0.413428393
NSUN4,0.4834489811947851
OXNAD1,0.44956429899738204
SV2B,-2.023976919
UCN,0.9760230809446497
LBX2,-0.877135531
PAX8,-0.877135531
KANSL1L,-0.387040143
EFCAB8,0.9760230809446497
CXXC5,0.4342935767499432
ACKR2,-2.023976919
GABPB1,0.44704888232165185
OR6C2,-1.439014418
NHLRC4,-1.323537201
MED29,0.4509030986706106
TRA2B,0.43219927501697963
KLHL26,0.6764627990857424
GCK,-2.60893942
MTCP1,0.8439195449373056
NRP2,0.39215011688231316
GDPD4,-1.439014418
SLC45A4,0.6005139458524429
PIAS4,0.4643095622541322
BZW1,0.45327176436555217
MEX3D,0.426317905
UBE2A,0.4271180758272686
CD7,-0.536711092
PZP,-2.60893942
CXorf65,-1.085377464
ZNF567,0.5384430130147173
NGRN,0.44627392278911326
SLC7A9,1.7833780030022535
CLPTM1L,0.41275565132281233
RUNDC1,0.4836266989595659
RBM27,0.432588227
MRNIP,0.4540703777492938
KIF5A,-1.439014418
GOLGA8R,-2.60893942
ACIN1,0.42582599838417057
IL4,-2.60893942
ASB7,0.4589136724059353
USP33,0.4177693903947368
CREB1,0.4211724937226853
ARHGEF9,0.4738529899398314
PUM1,0.41374350520184766
PRKAA1,0.41920413175610705
SIK3,0.4335151585671406
RNF38,0.428264321
PGAM2,-1.323537201
ICK,0.44081361542059216
LNP1,-0.740183953
COPB2,0.4141805804644454
GLB1,0.44024505829713334
INIP,0.48298306966453275
C13orf42,-2.60893942
SNX4,0.412662835
FKBP3,0.4537646248519138
TLCD2,0.5075463227043455
RADX,-1.19390192
EME1,0.7129886751108563
ZNF564,0.7129886751108563
GLTP,-0.538550092
CTSH,-0.356328109
APOBEC1,1.0116469906753718
EIF4G3,-0.36374887
SMIM33,1.3683405037234095
AJM1,-1.19390192
MOGAT2,1.3683405037234095
GPR19,1.3683405037234095
SLC52A1,1.3683405037234095
CHAD,1.3683405037234095
SLC25A5,1.3683405037234095
ATG7,-0.368395344
PGK1,0.5676493119468171
TSC2,0.43285524835456535
SPAST,0.4275184396581837
EDEM2,0.41649278069696116
FAM170A,-2.60893942
